Bsic Attention Token,Chiliz,Holochain,Polygon,Raven Coin,Stellar Lumen,VeChain,Zilliqa
0.264079855,0.012434945,0.000604789,0.021205733,0.017294032,0.08380832,0.013276908,0.01725379
0.265464849,0.012458948,0.000561763,0.020475126,0.017430335,0.081324209,0.012982582,0.017282126
0.257570097,0.012281542,0.00056069,0.020152396,0.017007985,0.078626012,0.012856803,0.016510904
0.251242643,0.011086042,0.000545532,0.018250926,0.016540887,0.077536979,0.01212755,0.015626341
0.252452625,0.01120751,0.000567307,0.018834047,0.016984195,0.078690686,0.012206664,0.015292563
0.258548464,0.011043827,0.000563121,0.018787423,0.017119025,0.077861741,0.012372905,0.015335836
0.237202896,0.010567583,0.00054805,0.018016844,0.016475131,0.075511609,0.012113538,0.01493991
0.267217027,0.012227398,0.000618223,0.019456893,0.01820569,0.081452068,0.014428865,0.016675639
0.254747579,0.011403627,0.000619222,0.019392567,0.017814492,0.079446884,0.012454772,0.015989833
0.316723309,0.014286563,0.000713095,0.023510174,0.020754582,0.092650188,0.015984948,0.02033374
0.336538973,0.015086061,0.000755201,0.025612709,0.022291719,0.099378563,0.017033244,0.021952066
0.349826072,0.014869759,0.000742096,0.026572886,0.022486447,0.097310769,0.017393541,0.022518106
0.34650948,0.015029317,0.000749807,0.027177601,0.02257983,0.098246801,0.017139255,0.023242374
0.355127975,0.014904301,0.000752965,0.027682706,0.02236565,0.096736518,0.016901814,0.021001336
0.350677485,0.015165359,0.000740532,0.026854553,0.021958182,0.095819144,0.016336661,0.02099489
0.326421247,0.014471106,0.000719355,0.025736987,0.021484935,0.093916969,0.015938433,0.020304915
0.352112871,0.015679434,0.000746624,0.026904708,0.022530102,0.098417549,0.017165315,0.022432024
0.347798356,0.015524033,0.000753015,0.025860526,0.02222021,0.098112106,0.016962422,0.021418805
0.397094166,0.017280663,0.000784996,0.027981002,0.02425256,0.103501852,0.018177508,0.023736962
0.403513238,0.016931664,0.000777224,0.025308084,0.023228274,0.103050415,0.017918189,0.021431336
0.399607005,0.017297854,0.000791135,0.026150671,0.023802211,0.102461953,0.018276695,0.021979713
0.379274507,0.01663427,0.000781464,0.024931788,0.023116001,0.100437671,0.017972967,0.021242546
0.360405021,0.017864621,0.000859243,0.026709138,0.02427826,0.10717504,0.019396364,0.022747117
0.317926336,0.016224048,0.000830591,0.024896453,0.023220536,0.102547842,0.017878798,0.02190553
0.350865275,0.018250404,0.000875684,0.026971159,0.025697389,0.108770104,0.019134141,0.02326363
0.317203042,0.019994594,0.00089006,0.028792373,0.025800433,0.113654121,0.020008744,0.025162078
0.321182839,0.019523097,0.00090758,0.030161113,0.02567926,0.114618516,0.019796554,0.02631477
0.274729187,0.018579545,0.000860673,0.030119274,0.024324134,0.106799371,0.019595909,0.024771324
0.277753503,0.019661612,0.000854926,0.028143575,0.024565215,0.104972285,0.020478047,0.025018595
0.269548794,0.018252961,0.000861878,0.027390545,0.025457205,0.1021374,0.019758913,0.025549642
0.271725591,0.015973625,0.000862559,0.025544353,0.022898714,0.102179493,0.020577047,0.025848822
0.261731219,0.014165705,0.000826784,0.02307397,0.022066242,0.100931697,0.019983787,0.025995393
0.286568545,0.014282353,0.000856074,0.024364038,0.023280512,0.105994095,0.021467504,0.024988566
0.267665037,0.013900556,0.00083477,0.022778816,0.022745586,0.10508646,0.021861957,0.02511312
0.26068993,0.013250096,0.00085511,0.022847418,0.022366562,0.102960038,0.020749307,0.026257621
0.253117492,0.013076317,0.000852426,0.021398062,0.021935089,0.103120821,0.018708936,0.021888515
0.259181502,0.013245459,0.000794823,0.021770209,0.022746032,0.10643199,0.019735423,0.020110155
0.257778153,0.013247333,0.000781228,0.021380249,0.022865365,0.107935482,0.018852539,0.01969755
0.261519078,0.013282564,0.000784851,0.020645894,0.021037668,0.109970579,0.018666773,0.018411615
0.251228585,0.0130985,0.000781269,0.020459203,0.02082167,0.105058659,0.016711472,0.017561099
0.242356148,0.012642066,0.00076995,0.020000582,0.020587031,0.102550254,0.016145163,0.017792706
0.257828532,0.013357528,0.00080976,0.020990205,0.022109559,0.10699543,0.017255067,0.018575605
0.252871783,0.014007083,0.000769868,0.020257805,0.020576261,0.096931173,0.017262311,0.018041558
0.247281389,0.012970126,0.000771788,0.020428791,0.02045901,0.096642757,0.017337877,0.018345731
0.247387574,0.012129404,0.000762164,0.020381426,0.01993265,0.095287983,0.015620514,0.017764193
0.251436605,0.011836752,0.000793131,0.020481404,0.020196753,0.097001753,0.015959166,0.017958478
0.247475131,0.011541224,0.000740104,0.019828563,0.019708383,0.094540675,0.015624944,0.016963144
0.253959945,0.011761099,0.000759049,0.020695659,0.020504144,0.098732257,0.017546078,0.017983472
0.263046994,0.011842609,0.00076531,0.020825404,0.020306374,0.100178549,0.018154953,0.018547032
0.257499449,0.01183571,0.000787675,0.020632934,0.019966646,0.095562609,0.016982406,0.018441203
0.262336945,0.012005707,0.000788611,0.021067477,0.020268639,0.097763964,0.01734619,0.01951871
0.262754204,0.012088321,0.000780554,0.021239351,0.020440154,0.097224161,0.017492543,0.018777344
0.260089718,0.011979996,0.000751085,0.021263898,0.020403681,0.096224149,0.017488862,0.017970203
0.25858072,0.01195768,0.000708024,0.021549936,0.020540228,0.094679006,0.016168625,0.017357896
0.273152329,0.012004393,0.000719467,0.021230394,0.020012594,0.099877047,0.017993394,0.017879541
0.26851466,0.01209088,0.000701346,0.021436383,0.020026067,0.100690721,0.018147564,0.017966396
0.265657483,0.012144002,0.000710443,0.021154517,0.020204823,0.103918577,0.018231867,0.018176652
0.25925959,0.011985623,0.000748912,0.020925447,0.019651687,0.100668827,0.018018489,0.018003187
0.259496594,0.01232909,0.000697055,0.022275137,0.020369966,0.094042019,0.018984772,0.019142584
0.261971359,0.012334319,0.000723157,0.022288471,0.021258725,0.092108202,0.018408234,0.019793232
0.264148769,0.01227725,0.0007186,0.022424102,0.023031648,0.090291472,0.018482131,0.020001438
0.258745173,0.012343569,0.000705759,0.021159136,0.020076519,0.095001782,0.018107013,0.019394464
0.258235768,0.012428161,0.000714116,0.021299584,0.020281033,0.094331336,0.018548997,0.019970324
0.254405285,0.012599784,0.000736799,0.021131067,0.019723888,0.088912827,0.017135632,0.019681971
0.262017665,0.012228524,0.000809902,0.020698177,0.019687158,0.090587714,0.01830856,0.019871967
0.263882866,0.012148511,0.000628733,0.021633917,0.020022833,0.085002712,0.020020543,0.020812617
0.254629032,0.011970907,0.000559047,0.020100375,0.018939015,0.073268315,0.017357899,0.020259076
0.260741382,0.011969401,0.000567668,0.019929733,0.018931186,0.071862592,0.014452715,0.019001184
0.246573239,0.011595725,0.000555364,0.019066528,0.018239844,0.06717658,0.014292262,0.018562322
0.249941433,0.011570952,0.000562279,0.019497317,0.0187796,0.067866989,0.012495638,0.019093993
0.241940198,0.011281691,0.000552289,0.019230272,0.018116927,0.067248547,0.010258628,0.017038527
0.24534027,0.011496697,0.000556813,0.019105206,0.018489648,0.06840619,0.009677073,0.017526396
0.256182586,0.011924757,0.000549579,0.018731435,0.018894175,0.068488325,0.009402797,0.01743379
0.251950006,0.011704575,0.000532334,0.018989949,0.018939817,0.067067615,0.008832241,0.017399925
0.261968377,0.012042907,0.000543192,0.019687381,0.018994894,0.065263552,0.008680717,0.018056809
0.26464247,0.01180208,0.000539489,0.020094423,0.018955658,0.064378372,0.008679776,0.017968036
0.272251125,0.011687671,0.000536981,0.019435826,0.018319901,0.063188623,0.008629513,0.015906846
0.271721893,0.012282619,0.000553541,0.020808318,0.019370359,0.067096761,0.008917738,0.017853318
0.270002887,0.012707569,0.000561673,0.021591186,0.019903985,0.067831304,0.008910076,0.018888815
0.249645856,0.013081809,0.000569733,0.022339424,0.020423824,0.069173135,0.008985826,0.019574687
0.258373782,0.014056314,0.000584764,0.02268904,0.02136194,0.071219241,0.008918528,0.019463536
0.243866357,0.013922965,0.000590387,0.022068678,0.021184749,0.071871898,0.009248348,0.020010384
0.241667219,0.014085605,0.000569108,0.02140603,0.020637142,0.06875684,0.008615294,0.019904528
0.231441734,0.013295212,0.00057465,0.022612057,0.020837914,0.069921467,0.008285609,0.019135204
0.216948922,0.013652552,0.000566285,0.0201068,0.020885085,0.069271426,0.008339604,0.018677807
0.219209683,0.014380149,0.000576869,0.020470227,0.021948266,0.070936803,0.008683799,0.020884172
0.223381018,0.013168925,0.00058551,0.02073457,0.021969818,0.071893005,0.009006896,0.023302838
0.224967144,0.012930886,0.00058273,0.020604121,0.021548183,0.071246856,0.009045985,0.025089373
0.222746527,0.011943302,0.000587839,0.020446504,0.01985288,0.071109737,0.009051622,0.025159875
0.224944586,0.011688246,0.000592564,0.020646095,0.020030201,0.071413662,0.008684711,0.023062429
0.232397663,0.012316969,0.000612949,0.020657244,0.020537702,0.074296053,0.009577998,0.022673695
0.229523441,0.011983799,0.000607915,0.020481887,0.020045393,0.073028794,0.009737175,0.026014202
0.222946918,0.011352083,0.000578511,0.019723083,0.01957382,0.071485448,0.008872155,0.025452867
0.250243474,0.012443822,0.000637805,0.021308042,0.021247578,0.078657115,0.008996942,0.027342587
0.252750041,0.012542952,0.000639192,0.020238839,0.020839356,0.078575676,0.008223604,0.024488256
0.256901206,0.012191842,0.000636782,0.020298614,0.020827271,0.080009826,0.007787957,0.021316251
0.235194999,0.012187821,0.000631969,0.020357605,0.020159626,0.079000372,0.00725225,0.022400992
0.236675156,0.012146174,0.000638932,0.020629949,0.020020758,0.07988274,0.007285715,0.02125904
0.245372395,0.0124349,0.00064694,0.020698436,0.020063447,0.079517671,0.006726777,0.017993085
0.242113601,0.012422011,0.000650399,0.021733783,0.02031006,0.082476306,0.00674247,0.016473716
0.224422334,0.012156877,0.000651177,0.02167256,0.020300111,0.082632329,0.007086976,0.017993468
0.214845557,0.011667726,0.000622135,0.020781291,0.020001549,0.079283831,0.007238985,0.018170762
0.223650478,0.01121115,0.000629273,0.021811924,0.020661982,0.075517787,0.006644425,0.016226956
0.211408023,0.010686201,0.000633267,0.020524566,0.019786456,0.07062686,0.006270818,0.014813656
0.220735076,0.011057729,0.00058703,0.024047484,0.02118349,0.072435845,0.006233205,0.013378824
0.210073644,0.011019071,0.000564269,0.025932647,0.020757959,0.067876078,0.005559758,0.012447202
0.212622094,0.010087643,0.000567157,0.025153246,0.02055302,0.068864738,0.005497703,0.012376173
0.207331404,0.00988065,0.0005618,0.024371325,0.020447231,0.06625244,0.004896554,0.012237858
0.203323116,0.009890636,0.000563645,0.025818117,0.020799022,0.065143738,0.004878038,0.012327217
0.205403313,0.009890215,0.000574325,0.021273034,0.02033362,0.066098177,0.005067719,0.012472335
0.196192115,0.009222847,0.000538815,0.019500352,0.019460508,0.064860223,0.004525783,0.009940559
0.20420975,0.009451014,0.000533713,0.02018986,0.019346073,0.067608286,0.004628299,0.009918435
0.206432998,0.009544266,0.000534941,0.020447685,0.019424174,0.068167063,0.004646513,0.010056027
0.196257485,0.009082872,0.000518369,0.019300788,0.018575084,0.066698848,0.004248848,0.00981013
0.204137435,0.009580486,0.000524381,0.020850121,0.019172521,0.070992068,0.004523494,0.009589775
0.205726186,0.009528959,0.000539095,0.022160146,0.019448682,0.069388799,0.004511168,0.009761551
0.2094657,0.009610655,0.000541314,0.020639346,0.019133275,0.070094706,0.004484939,0.009964497
0.204805313,0.009644516,0.000539366,0.020275482,0.019045069,0.069100119,0.004423631,0.01060548
0.203394199,0.009803427,0.000533612,0.019977624,0.019137699,0.068109859,0.004444923,0.010902774
0.20018963,0.009341566,0.000530782,0.019274589,0.018545198,0.067405795,0.004400352,0.010074229
0.200147137,0.009903236,0.000521157,0.019932596,0.019082628,0.069082278,0.004473875,0.010506127
0.201611662,0.009988031,0.000519982,0.01923976,0.019316188,0.069795618,0.004456146,0.009409326
0.206691819,0.00909839,0.000492192,0.016936549,0.019404204,0.069905393,0.004243817,0.007607339
0.185657432,0.008721771,0.000490291,0.015081444,0.018385088,0.062792662,0.004148469,0.007012691
0.197276679,0.008377577,0.000472211,0.01534896,0.019030635,0.064317406,0.00418549,0.006864478
0.218268615,0.00939875,0.000523462,0.017304066,0.02122933,0.071971144,0.004569856,0.007201107
0.229042616,0.009876075,0.000536095,0.017932693,0.02194241,0.073142503,0.004804639,0.007047433
0.183801082,0.00980415,0.000551207,0.017397486,0.02176595,0.072321022,0.004495611,0.007099326
0.181748732,0.010515575,0.000514311,0.017287519,0.021912227,0.071194943,0.004309314,0.007119892
0.184968233,0.00940809,0.000549742,0.016995882,0.021988928,0.0724448,0.004414913,0.008225297
0.18798527,0.008501336,0.000577496,0.017049497,0.021356548,0.073737614,0.004472042,0.007029685
0.183953639,0.007647085,0.000508275,0.017133061,0.020688428,0.073105944,0.004331127,0.006065417
0.190823042,0.007863297,0.000438232,0.016957502,0.021470149,0.075450209,0.004525948,0.006224845
0.188556143,0.007514972,0.000364768,0.016021743,0.019922464,0.07322218,0.00445837,0.005984395
0.183962744,0.007257285,0.000356176,0.015501763,0.019030735,0.067697357,0.00437534,0.00552319
0.195039505,0.007422094,0.000364933,0.016555889,0.020440019,0.072350179,0.004784458,0.00538862
0.184254044,0.007319056,0.000347769,0.015779089,0.01952237,0.069021373,0.004341402,0.005014134
0.182413399,0.007137522,0.000349342,0.015461122,0.019278736,0.067366972,0.004366263,0.005030554
0.184308889,0.006849518,0.000351848,0.015617963,0.020006215,0.062500251,0.004468084,0.005058739
0.183153418,0.006801269,0.000351375,0.015135045,0.019015046,0.062152782,0.004229857,0.004812039
0.179546651,0.006793412,0.000338098,0.014787963,0.01787055,0.061611554,0.004109447,0.00467906
0.16603717,0.006752455,0.000329215,0.014176049,0.017258891,0.06173749,0.003931223,0.004325133
0.165647029,0.006573355,0.000322767,0.012798319,0.016772577,0.054812303,0.003897644,0.004214943
0.158901922,0.006436637,0.000316852,0.012070277,0.016102504,0.051222268,0.00370388,0.004136443
0.158563973,0.00644029,0.000315423,0.012116895,0.016314097,0.049996625,0.003668864,0.004062246
0.165796667,0.006754892,0.000344093,0.013011095,0.016940389,0.049209058,0.003935993,0.004267593
0.17208372,0.006891583,0.00034903,0.013366337,0.017416302,0.050500732,0.003964188,0.004384126
0.167318613,0.006766187,0.000339519,0.012826921,0.016552674,0.049069814,0.003810596,0.00421642
0.165279047,0.006802831,0.000341276,0.01264092,0.016907093,0.049124824,0.003834328,0.004296261
0.154812474,0.006243179,0.000326661,0.011630035,0.015537638,0.046408513,0.003663772,0.004010675
0.165303969,0.006499299,0.000334737,0.012160696,0.016322073,0.04821479,0.003639263,0.004121113
0.158079572,0.006675034,0.000336998,0.012006468,0.01617244,0.048339284,0.003593629,0.00411247
0.161848581,0.006428251,0.000342029,0.012349457,0.016741802,0.049440951,0.003729903,0.004269916
0.160417531,0.006230681,0.000337583,0.012187799,0.016475984,0.0495506,0.00367181,0.004245283
0.160957272,0.006425151,0.000341272,0.012033047,0.016313412,0.047788425,0.003588035,0.004185067
0.172388609,0.007045754,0.000368571,0.013546633,0.018317184,0.052039416,0.003897005,0.004652983
0.166004849,0.007021284,0.000364997,0.013750352,0.01717997,0.050982523,0.003950549,0.004613812
0.160894182,0.006887839,0.000347574,0.012905752,0.016557641,0.04831724,0.003854193,0.004514221
0.160198528,0.006890126,0.000354078,0.013361944,0.016891694,0.049474447,0.00361518,0.004667995
0.146331295,0.006655106,0.000330451,0.011453503,0.015510061,0.043488047,0.003252063,0.004325445
0.147123453,0.006989491,0.000332692,0.011781506,0.015694289,0.041943051,0.003269328,0.004088118
0.146147106,0.006854476,0.000328264,0.011578181,0.015489216,0.041570538,0.003248266,0.00395886
0.144039249,0.006497118,0.000331228,0.011551558,0.015778555,0.041303221,0.003218556,0.003968308
0.143352483,0.006512911,0.000332574,0.011282031,0.015888907,0.040816145,0.003171402,0.003866589
0.141879327,0.006387339,0.000338467,0.011043271,0.015351252,0.040846019,0.003132086,0.003811701
0.141047223,0.006394082,0.000333173,0.01077789,0.014845377,0.040209382,0.002958424,0.003817038
0.131491167,0.006124283,0.000312621,0.01009381,0.013738258,0.03812869,0.002776596,0.003538406
0.137651467,0.006344817,0.000321244,0.010645613,0.014239803,0.039956266,0.002995878,0.00377045
0.142825286,0.006527495,0.000314247,0.010988913,0.014750818,0.041172419,0.003049814,0.003767333
0.151762202,0.006697931,0.00032578,0.011848652,0.01568974,0.042538201,0.003053243,0.003913739
0.148367327,0.006193046,0.000316751,0.01144486,0.015108625,0.040578618,0.003044323,0.003893808
0.152726022,0.006162793,0.000337085,0.011283299,0.01514657,0.040304631,0.003067082,0.003920745
0.133937986,0.006034036,0.000328574,0.011116446,0.014633001,0.039260364,0.002855842,0.003864376
0.124606405,0.005494838,0.000307132,0.010056965,0.013366643,0.037198206,0.002598097,0.00360024
0.136982895,0.005965844,0.000327265,0.011187002,0.01472178,0.039615757,0.002892545,0.003917958
0.135329078,0.006006852,0.000329533,0.010832297,0.01476204,0.039919304,0.002835369,0.003885221
0.137928104,0.006311031,0.000337133,0.011257978,0.015329837,0.041494119,0.002925272,0.004040413
0.116449481,0.005197699,0.000298278,0.008863734,0.012746151,0.035979127,0.002462429,0.003430199
0.116066633,0.005483956,0.000298463,0.009088947,0.01279753,0.03681956,0.00243258,0.00345197
0.111805464,0.00515054,0.000287322,0.008095701,0.012071386,0.035160894,0.002274013,0.003341962
0.125059681,0.005812995,0.000313007,0.009925835,0.013985044,0.038281736,0.00253071,0.003715428
0.127473304,0.005668694,0.000315505,0.009872067,0.01361629,0.03729673,0.002528908,0.003532904
0.133045743,0.006134271,0.000324741,0.010745114,0.014348712,0.039531455,0.002790058,0.00356385
0.119539709,0.00542063,0.000302119,0.009282839,0.011746298,0.03344074,0.002400663,0.00326437
0.199960838,0.010929403,0.000524427,0.018957368,0.023135422,0.050386709,0.004450673,0.005748354
0.204207943,0.010626806,0.000545332,0.020618264,0.02355591,0.051988503,0.004705483,0.005984883
0.194491902,0.010345359,0.000536167,0.0204426,0.023413577,0.051919763,0.004659383,0.005918442
0.195662013,0.010594991,0.000548596,0.021492507,0.023462313,0.050743825,0.004755181,0.005793788
0.22843887,0.01242722,0.000634946,0.026826658,0.026636157,0.058408584,0.005797444,0.006899035
0.241688813,0.013071895,0.000645076,0.024844215,0.027860028,0.061181334,0.006137989,0.006978285
0.235486196,0.012772389,0.000650514,0.026428585,0.028407231,0.059757654,0.006111872,0.006243804
0.232149181,0.012891656,0.000634931,0.025079731,0.027551557,0.058593442,0.005991628,0.006121533
0.22424649,0.011978452,0.000631565,0.023475547,0.026013758,0.058352209,0.00580143,0.006078713
0.227457594,0.011761965,0.000638917,0.021232054,0.026371023,0.059206402,0.005799561,0.006192071
0.211458076,0.011832374,0.00060919,0.019450708,0.025066282,0.056251656,0.005437239,0.005845504
0.214266046,0.010503675,0.000622139,0.020340889,0.025784198,0.05745634,0.005660441,0.006005157
0.215682971,0.010783993,0.000630984,0.020027041,0.025935146,0.058305204,0.005728291,0.005933253
0.220882193,0.010630823,0.000636946,0.019604909,0.026923704,0.06001125,0.005784059,0.005947995
0.220026308,0.010601325,0.000623445,0.018382181,0.026017718,0.059302702,0.005583971,0.005725894
0.236736096,0.011805717,0.000662048,0.01912753,0.027499161,0.065325389,0.006247257,0.006456207
0.256586598,0.013045999,0.00069901,0.020729556,0.029565224,0.069379956,0.006718728,0.007228803
0.275425592,0.013460229,0.000748776,0.022298508,0.031770812,0.073644988,0.006949749,0.007755131
0.270791236,0.013240162,0.000732473,0.020795921,0.030276419,0.069390344,0.006605838,0.007361031
0.26641833,0.013578237,0.000736622,0.020763462,0.031220331,0.07195342,0.006637121,0.007377735
0.25861272,0.013112983,0.000727668,0.02069562,0.030713012,0.071169288,0.006492692,0.007303359
0.260042462,0.013356752,0.000743004,0.020713237,0.031087641,0.070720266,0.006491598,0.006944452
0.281566992,0.01372047,0.000800918,0.021526125,0.0345149,0.074641571,0.00703359,0.00789952
0.266563311,0.01390365,0.000809288,0.020055724,0.033175373,0.071850841,0.006755651,0.007449113
0.26426036,0.013600403,0.000836022,0.020159969,0.035435149,0.075078637,0.007133461,0.007873139
0.280342126,0.014037329,0.000843643,0.020831677,0.037030518,0.079246286,0.007439931,0.008222084
0.311020111,0.015154569,0.000897502,0.023248829,0.040192037,0.085796128,0.008323417,0.009025523
0.295389217,0.01668339,0.000875272,0.022252453,0.036264193,0.082654727,0.008025988,0.008263307
0.304121917,0.013040108,0.00086108,0.022897937,0.036979043,0.080039547,0.007467285,0.008332511
0.292092186,0.011183791,0.000773129,0.022798398,0.034508135,0.073740926,0.007503128,0.008121284
0.264030539,0.010330441,0.000768435,0.021608338,0.033781047,0.070855214,0.006517737,0.007573915
0.273194631,0.010601752,0.000801018,0.021919883,0.034430834,0.072820894,0.006804415,0.007858915
0.256175609,0.009287326,0.000807402,0.021155146,0.033772423,0.070853382,0.006687043,0.00748391
0.26343912,0.009666046,0.000779378,0.022962354,0.036259245,0.07162531,0.006830154,0.008090509
0.263998689,0.010071502,0.000746776,0.024459106,0.03426457,0.070540307,0.006794428,0.007300973
0.251646449,0.00887128,0.00071314,0.021433186,0.03162652,0.068733499,0.006507348,0.006814956
0.244147254,0.00870761,0.000698382,0.02112868,0.031499085,0.066290967,0.006508631,0.006764381
0.235587154,0.00818967,0.000667698,0.022086251,0.030561769,0.064060835,0.006308659,0.006188987
0.223381801,0.007964995,0.000681419,0.019115308,0.028299384,0.063366747,0.006258692,0.006202866
0.224324185,0.007305609,0.000650452,0.018331319,0.027704609,0.06047027,0.006005477,0.006002072
0.219152695,0.007068812,0.000641705,0.017928129,0.027562929,0.061554045,0.005778907,0.005901831
0.223296434,0.007233859,0.000652139,0.018644794,0.027846929,0.061206774,0.00565792,0.005535831
0.219619192,0.006911377,0.000668444,0.017109985,0.027059091,0.061738893,0.005722925,0.005533153
0.222147378,0.007168545,0.000655013,0.01725555,0.027488932,0.060302589,0.005823518,0.005300513
0.226850193,0.006905193,0.000660003,0.016909958,0.026850562,0.059644836,0.005770636,0.005105958
0.211612363,0.007145303,0.000646524,0.016456945,0.026406107,0.05857195,0.005709322,0.005108008
0.204836,0.007132942,0.000628214,0.016065771,0.02589484,0.056038559,0.005621808,0.004947423
0.207245847,0.007005108,0.00064341,0.016253985,0.025847097,0.057302763,0.005621301,0.004968705
0.208166878,0.007220215,0.000636981,0.015941086,0.025534102,0.059237825,0.005578782,0.005003101
0.219457616,0.007562633,0.000675976,0.017086656,0.026632764,0.059888746,0.005877823,0.005224231
0.220274623,0.007266143,0.000676426,0.017160725,0.026588692,0.062420053,0.005964495,0.005101481
0.22171421,0.00717279,0.000680285,0.016898928,0.025969603,0.062043823,0.005844355,0.00506714
0.214454509,0.006886885,0.000681134,0.016397082,0.026163932,0.060044375,0.005883406,0.00507204
0.224644079,0.007403342,0.000725804,0.017519337,0.027288883,0.061154595,0.006256425,0.005289107
0.229728285,0.007449118,0.000740913,0.018818178,0.028078836,0.060052284,0.006356736,0.005422227
0.217672513,0.007244118,0.000701969,0.016077409,0.026268789,0.05374767,0.005905375,0.005086884
0.219713141,0.007232038,0.000722331,0.016367671,0.02684729,0.054788675,0.006003306,0.005178849
0.212436488,0.007327186,0.000718419,0.015730761,0.024869769,0.052115024,0.006005781,0.005043686
0.187813655,0.006879175,0.000680142,0.015531465,0.023675244,0.04812161,0.005440332,0.004664472
0.191303358,0.006964189,0.000685301,0.015009251,0.024057407,0.04831854,0.005541266,0.004765387
0.189747384,0.006880182,0.000676171,0.014815613,0.023930364,0.047546929,0.005534524,0.004641356
0.187409494,0.006841142,0.000685246,0.014853216,0.023923198,0.046401745,0.005451885,0.004655764
0.186360949,0.007104387,0.00067859,0.014699317,0.023579421,0.046457905,0.005367325,0.004614088
0.184201826,0.007118495,0.000676344,0.015006431,0.024144973,0.048716802,0.00552129,0.00469685
0.193378611,0.007410285,0.000686392,0.015099747,0.024596302,0.049838168,0.00559,0.004813217
0.19203196,0.007539474,0.000703216,0.015586722,0.024121835,0.049124389,0.005734995,0.004856061
0.188897974,0.007661014,0.000679417,0.014914052,0.023304989,0.045358617,0.005504315,0.00464332
0.189890518,0.007600502,0.000683922,0.014961431,0.023131203,0.046271619,0.005672855,0.004610542
0.187701221,0.007223797,0.000683807,0.015193959,0.023055597,0.045233621,0.00533572,0.004541775
0.183821295,0.0066545,0.00060768,0.014650863,0.023042701,0.044112469,0.00509731,0.004382637
0.196129086,0.006654275,0.000629775,0.014961857,0.022725647,0.045450542,0.00536658,0.004537943
0.181768352,0.007086563,0.000629097,0.013807373,0.02293255,0.045223959,0.005240985,0.004474007
0.190579617,0.006871431,0.000644948,0.014396494,0.022458465,0.045954004,0.005458362,0.004575979
0.192579383,0.007430792,0.000653816,0.014800388,0.022819728,0.046215594,0.005599928,0.004720053
0.185700054,0.0075576,0.000648667,0.014956041,0.022547521,0.045151396,0.005688196,0.00470935
0.169650037,0.007753796,0.000641155,0.015298423,0.022444831,0.046085639,0.005703175,0.004767447
0.164700061,0.007603752,0.000643203,0.015695552,0.022241671,0.045100656,0.005509773,0.00460574
0.163157212,0.007695504,0.000640404,0.015786962,0.022445863,0.043440655,0.005912897,0.004673029
0.167215562,0.007670971,0.000654833,0.016253943,0.023330228,0.045083427,0.006031264,0.004735204
0.164181902,0.007393714,0.000655704,0.015152399,0.022842034,0.044848901,0.00590278,0.004742051
0.173439184,0.007877913,0.000663489,0.016193912,0.023599365,0.04729588,0.005539131,0.004932116
0.168399392,0.008253424,0.000646422,0.018189108,0.022905565,0.04627669,0.005351719,0.004857905
0.171327058,0.008316709,0.000653325,0.015654862,0.02375296,0.046269352,0.005428399,0.005079176
0.168277281,0.008337025,0.000655644,0.013231994,0.023047059,0.044963869,0.005097189,0.004962419
0.168435105,0.00787196,0.000665425,0.01271997,0.022639027,0.046013418,0.005368386,0.005140065
0.155902139,0.006871661,0.000583444,0.012068336,0.020475411,0.044053052,0.004642338,0.00442122
0.175935791,0.007533972,0.000645193,0.013312872,0.022099806,0.048549353,0.005080461,0.004830731
0.185313823,0.007929829,0.000669914,0.014292331,0.023119968,0.051398242,0.00560697,0.005161549
0.180889782,0.008325932,0.000660066,0.01370219,0.022571512,0.051673364,0.005483246,0.005163134
0.188409446,0.009032369,0.000693963,0.016029651,0.024193163,0.052990064,0.005870776,0.00554582
0.17580411,0.008667993,0.000674387,0.015810194,0.023714104,0.052721091,0.006253524,0.005288793
0.177144817,0.009232134,0.000671928,0.017887573,0.025054384,0.052691795,0.006058864,0.005628474
0.176535858,0.00854119,0.00068845,0.017397563,0.024183297,0.053607195,0.00625573,0.005576284
0.186569619,0.009444595,0.000707977,0.035589168,0.030449331,0.054449652,0.006889458,0.006105729
0.190088415,0.009724159,0.000732351,0.04167638,0.032225205,0.056132129,0.007188997,0.006530682
0.190073268,0.009962798,0.000732425,0.039122381,0.033396407,0.055067852,0.006887233,0.006448126
0.194485474,0.010162367,0.000733964,0.041504283,0.028306221,0.055027891,0.006963651,0.006205363
0.187589608,0.010049597,0.000742638,0.033322793,0.026274079,0.055517566,0.006912546,0.005731255
0.183616704,0.010457638,0.000760609,0.032146233,0.026518299,0.055419024,0.006946066,0.00545861
0.196692361,0.0113171,0.00077544,0.029323088,0.025301876,0.055980169,0.006997409,0.005702737
0.189049738,0.011349987,0.000778867,0.026395786,0.022654998,0.0560775,0.007442105,0.005320207
0.197243559,0.011106868,0.00079454,0.026427771,0.022384875,0.05808179,0.007129016,0.005212725
0.204475754,0.011631416,0.000801011,0.028894814,0.022679069,0.059640968,0.006092941,0.005281124
0.216148629,0.012024599,0.000835735,0.024637214,0.023377814,0.05915158,0.006492536,0.005463513
0.2069866,0.011834272,0.000814203,0.022785057,0.022629302,0.058224612,0.006378692,0.005374484
0.204102878,0.012460082,0.00083427,0.024582451,0.02279776,0.059057129,0.006540608,0.005151619
